image_id,caption
0106b2ae-00000000.jpg,"Several vehicles are on a straight road, with a silver sedan in the left lane. A few cars are ahead in the right and center lanes. The traffic light is green. A cyclist is on the right sidewalk. Buildings and a bike route sign are visible to the right. It's cloudy and appears to be daytime."
012a9c41-edad898c.jpg,"Several vehicles are parked in rows in a parking lot. There's a black SUV and a silver sedan in front, with various other cars around. No pedestrians are visible. The sky is clear, indicating day time. A banner on the left reads, ""A Whole Ne…"". No traffic lights or road signs are present."
0339a42b-1e7552b0.jpg,A black sedan is parked on the right. Other vehicles are parked along the left. No pedestrians are visible. Traffic signs indicate construction. The road is straight. Buildings in the distance. Weather is clear and it's daytime.
056c5701-175a265c.jpg,"A silver SUV in the center lane, a black sedan ahead. Vehicles parked on the right. No congestion. One pedestrian on the right sidewalk, not crossing. Traffic lights are green. It's a straight road with intersections. Buildings on both sides, no names visible. Weather is clear, daytime."
05e36850-efef8502.jpg,A white van is directly ahead. A red car is to the right. A silver vehicle is on the left side. The traffic light ahead is green. The road is an intersection. It’s daytime with clear weather. No pedestrians are visible.
07d1d738-80e12d1e.jpg,"Multiple vehicles on a straight highway. A white sedan is ahead in the center lane, and a truck is on its left. Traffic is moderate. No pedestrians. Visible sign for Hopyard Rd and Dougherty Rd. No traffic lights. Buildings are on the far right. Weather is clear and sunny. Time is daytime."
07f58d35-3b247fbf.jpg,"A black SUV is in the right lane, while a sedan is ahead in the center lane. Traffic includes a bus coming from the opposite direction. Cars are parked on both sides of the road. No pedestrians are visible. No traffic lights or signs are in view. The road is straight with residential buildings on each side. The weather is clear, and the time is day."
0977bc8b-ee7159d4.jpg,"A black SUV is parked on the right. A lime green sedan is ahead on the left. Traffic is light. Two pedestrians are crossing. The traffic light is red. It's a straight road. ""Urgent Care"" is on the right. The weather is clear, and it’s daytime."
0ad051b9-9a513e8a.jpg,"A gray sedan is ahead. A white van is further in front. A dark van and other cars are on the opposite side. No pedestrians are visible. It's a straight road with buildings on both sides. No traffic lights visible. Weather is clear, daytime."
0e31726a-00000000.jpg,"A white pickup is ahead, center lane. A white truck is to the right. Vehicles are stopped, traffic is congested. One pedestrian on left sidewalk, not crossing. The traffic light is green. The road is straight. Trees line the street. The weather is cloudy, daytime."
0f00789b-d70124c2.jpg,A black SUV is in the right lane ahead. A red sedan and white truck are parked on the left. One pedestrian is on the right sidewalk. The road is straight and two lanes. Trees line the sides. The weather is clear and sunny.
0f1c1335-f2117479.jpg,"A beige SUV is directly ahead in the center lane. A silver sedan is to the right, slightly ahead. A black convertible is on the left. Traffic light is green. No pedestrians visible. The road is an intersection with light traffic. ""Church of Scientology"" is on the right. It's overcast, daytime."
10f69148-a703b7a1.jpg,"Three vehicles are stopped at an intersection, a white truck in front, a sedan to its right. Traffic is moderate. No pedestrians visible. Traffic light is green. Signs indicate speed limit and no left turn. Surrounding buildings include ""Village Bottle"" on the left. It's clear and daytime."
1189ae68-474270b3.jpg,"Several vehicles are in traffic on a multi-lane road. A silver sedan is centered in the lane ahead. SUVs and sedans are visible in adjacent lanes. Traffic appears congested. No pedestrians are visible. No traffic lights or signs are present. Buildings are on the left, with trees on the right. The weather is clear, daytime."
11ee5291-00000000.jpg,"The scene shows a congested highway with multiple lanes. A red pickup truck is in the foreground, and several sedans and SUVs are in front and beside it. No pedestrians are visible. The road is straight, with clear weather during the day. Buildings are on the left, with no legible names."
124bd265-fe63b0c4.jpg,"A blue sedan is stopped behind a school bus in the left lane. A silver sedan is parked on the left side. Two pedestrians are on the right sidewalk, waiting. Traffic light ahead is red. The road is straight, with houses on both sides. It's a cloudy day."
1537b75f-db29e390.jpg,"Two vans and a truck are parked on the right. Sedans and SUVs are on the left. One pedestrian is on the left sidewalk. No traffic lights or signs are visible. It's a straight road. ""Bagels"" store on the left. The weather is clear, daytime."
15f89ba0-2a7e079a.jpg,"The scene shows a straight road with clear conditions during the day. One car is visible on the left, near the sidewalk. A zebra crossing is ahead. No pedestrians are present. Traffic lights are not visible. Buildings line both sides of the road."
186b8229-93f247b4.jpg,"A black sedan is ahead in the left lane. A pickup truck is in the right lane. The road is a highway with light traffic. A sign reads ""Rockville Ct."" Trees line the right side. It's a cloudy day. No pedestrians or traffic lights are visible."
198bdd15-3a077d40.jpg,"The scene is a straight highway with mild traffic. A black SUV is ahead in the left lane, followed by a sedan. No pedestrians or traffic lights are visible. Green signage indicates exits. It's clear weather, day time."
1b263aea-3e632fb4.jpg,"The scene is a gas station. One sedan is parked on the left. A person stands near the car. The weather is clear. It appears to be daytime. There's a sign labeled ""ARCO"" on the left. No traffic lights or pedestrians are visible."
1d2876fe-ec7c0001.jpg,"A silver sedan and a white SUV are parked on the right. A silver SUV is in the middle. Traffic is not congested. No pedestrians or traffic lights are visible. The road is straight. Yellow buildings are on the right. The weather is clear, and it is daytime."
1e2a3bff-289be752.jpg,"The scene shows a straight road with parked sedans and SUVs on the left. One pedestrian is walking on the right sidewalk. No traffic lights or signs are visible. The environment includes trees, with no building names visible. The weather is clear, and it is daytime."
227c4a9a-0ac75058.jpg,Two cars are parked on the left side. No pedestrians are visible. The road is straight with no traffic lights or signs visible. Buildings are on both sides. The weather is clear and it's daytime.
22f27dc2-4525d946.jpg,"The scene shows a straight road with light traffic. A white truck is ahead in the center lane, and a sedan is on the right. No pedestrians are present. A traffic light is visible in the distance. Buildings line both sides; one reads ""Rockaway"" on the right. The weather is clear, and it appears to be daytime."
24bb4a4a-fde39c27.jpg,"Two vehicles ahead: a white sedan and a black pickup truck. No congestion visible. No pedestrians present. Road signs indicate an exit ahead. Straight road, multi-lane. Residential buildings on the right. Overcast weather, daytime."
263294dd-0fc41d3e.jpg,"The scene shows a multi-lane road with moderate traffic. A black sedan is ahead in the center lane, and a gray SUV is to the right. No pedestrians are visible. The exit sign indicates a 15 MPH limit. Skyscrapers are on the right, and a bridge is in the background. The weather is clear, and it's daytime."
27248c22-a748e30f.jpg,"A white SUV is parked on the right side of a wet road. No pedestrians are visible. Buildings line the right side. Overcast weather, likely daytime. A straight road extends ahead. No traffic lights or signs are apparent."
2be33786-6991b26b.jpg,"Three vehicles are visible: a black SUV in the center lane, a yellow truck on the left, and a white truck on the right. Traffic is moving smoothly. No pedestrians are present. The traffic light is green. The road is a straight path. It's clear and sunny during the day."
2e43fcc1-a3862049.jpg,"Several vehicles, including sedans and trucks, are visible on a highway. A white pickup truck is directly ahead in the center lane. Traffic appears moderately congested. There are no pedestrians or visible traffic lights. Buildings are on both sides. The weather is clear, and it is daytime."
2e9d2f92-05d818a4.jpg,"Two sedans are visible; a black sedan in the left lane and another sedan ahead in the right lane. Traffic is moderate, not congested. No pedestrians or traffic lights are present. The road is a straight, two-lane highway. Trees line both sides. The weather is clear, and it's daytime."
2fdcceaa-488a3a47.jpg,"The scene is on a straight road with light traffic. There are several vehicles ahead: a white sedan in the center and two cars on the right. No pedestrians are visible. Shops are on the right with various business signs. The weather is clear, indicating daytime."
307be9b0-6e850000.jpg,"One black SUV is ahead, stopped. A pedestrian crosses left to right. The traffic light is red. The intersection is surrounded by buildings labeled ""San Francisco Motors"" and ""Starbucks Coffee."" Weather is clear, evening time."
314f056f-dbbe0d4e.jpg,"A black SUV is directly ahead. A silver sedan is on the left lane. Traffic is not congested. One pedestrian is on the left sidewalk. The traffic light is green. It's a straight road with overhead signs. Buildings line both sides, with trees partially obscuring them. The weather is clear, and it is daytime."
3170aba7-d3105b12.jpg,"A busy intersection with heavy traffic. Multiple cars, including a white SUV and a silver sedan, are stopped at a red light. Green traffic light visible ahead. One pedestrian on the right sidewalk. Several buildings surround, including a gas station on the right. Overcast weather, daytime."
324293f3-bcac4bd6.jpg,"A snowy intersection with light traffic. Several parked vehicles line the sides, including sedans and SUVs. No pedestrians visible. A traffic light is red. The road is straight, with buildings on the left. Overcast weather, daytime."
3972b840-1e0b1659.jpg,"Two vehicles ahead: a white van and a dark SUV in the left lane. Red traffic light. No pedestrians visible. The road is straight. A building labeled “Madison Clean” on the van. Daytime, clear weather."
3a25bbac-014b3d26.jpg,"Three vehicles are visible: a white van in the center lane ahead, a black sedan in the left lane, and another vehicle further on the left. The road is clear and not congested. No pedestrians or traffic lights are visible. It's a straight highway with trees on the sides. The weather is cloudy, indicating daytime."
3ccab566-c80e0000.jpg,"It's nighttime at a gas station. A white sedan is parked on the right, and two dark vehicles are on the left. No pedestrians are visible. The road structure is a gas station area. The weather appears clear."
3d80b59b-589b6b56.jpg,"The scene shows a parking lot with parked sedans and SUVs on both sides. One pedestrian is crossing in the center. A stop sign is visible near the intersection, and a building with red lettering is on the left. The weather is cloudy, and it appears to be daytime."
3ef7bb72-f5d465ea.jpg,The image shows heavy traffic with a truck in the center lane and a large vehicle to the left. There are no visible pedestrians. Traffic lights are not clearly visible. The road is straight with buildings on both sides. It's a sunny day.
441ac7d3-ce610000.jpg,"A red hatchback is ahead in the center lane. A white van is parked on the left. Two pedestrians are on the right sidewalk. The traffic light is green. It's a straight road with light traffic. A building labeled “Clean Wash Center” is on the left. The weather is cloudy, and it is daytime."
456144b6-84753946.jpg,"It's a clear day on a straight, two-lane road with no visible vehicles or pedestrians. Trees line both sides. There are no traffic signs or lights visible."
475a4732-7fd6ed1d.jpg,A silver SUV and a tan van are parked on the right. Traffic light is green. Wet intersection ahead. AJ V-Cleaners on the right. Overcast daytime with no pedestrians visible.
4a24dbda-00000000.jpg,A black SUV is ahead in the left lane. A white sedan is in the right lane. The traffic light is red. Two pickup trucks are on the left. Visible building labeled “Outlet” on the left. It is a clear day.
4b529494-0e277e42.jpg,The scene is a straight road during early evening. No vehicles are ahead or in adjacent lanes; a car is parked on the left. No pedestrians are visible. There's a cautionary road sign on the right. The weather is clear and it's dusk.
4bdd2193-546f8f2c.jpg,"Two vehicles are ahead in the center lane, with an ambulance on the left. Traffic is moderate. One pedestrian on the right sidewalk. Traffic lights are green. It's a straight road with buildings on both sides. Evening, clear weather."
4c350f5c-8ced4632.jpg,"Traffic is congested. A black hatchback is directly ahead. A dark sedan is to its left. No pedestrians visible. A green traffic light is ahead. It's a straight road. A building with ""AVAILABLE FOR LEASE"" on the left. Weather is clear, daytime."
4cb37643-c72b9003.jpg,"A black SUV is in front, with a sedan to its left. Traffic is light. No pedestrians are visible. A stop sign is ahead. It is a straight road. Buildings are present on the left, but not labeled. Weather is clear, and it is nighttime."
4cdef661-757632de.jpg,"A white SUV is ahead, with a sedan in front of it. Two sedans are parked on the right. There is one pedestrian on the left sidewalk. No visible traffic lights or signs. It's a straight road. Snow is present, and it seems to be daytime."
51273edc-44cbc803.jpg,"One black SUV is ahead on a two-lane road. No traffic congestion is apparent. No pedestrians are visible. There are no traffic lights or signs. Houses are on the left, trees and a fence on the right. The weather is clear, possibly winter, during the day."
522b9664-652e1d74.jpg,"A white car and a bus ahead. A black car on the left. No pedestrians visible. No visible traffic lights. It's a straight road with trees on the left. Buildings on both sides. Clear weather, daytime."
52643c04-85770c24.jpg,"Two vehicles visible: a white van in the center lane and a parked black sedan on the right. No pedestrians present. Traffic light ahead is green. This is a straight road. Building labeled ""P.C. Richard & Son"" on the right. Weather is clear, daytime."
560caf77-3b1ac1f7.jpg,"A straight road is visible with no vehicles present, and no pedestrians are on the sidewalks. A pedestrian crossing sign is on the right. The weather is clear and it appears to be daytime. Trees line the street on both sides."
5a0402b5-79ff9ae5.jpg,"A sedan is ahead in the center lane. Vehicles parked on both sides, including sedans and SUVs. No pedestrians visible. Evening light with clear weather. Road is straight. No traffic lights or signs visible. Urban setting with residential buildings on both sides."
5a53f7ed-15db5709.jpg,A yellow taxi is in the center lane ahead. Parked vehicles line the right side. One pedestrian on the right sidewalk. The traffic light is green. The area appears to be an intersection. Buildings are on the right. It's a clear day.
5acd9621-a693c5d0.jpg,"A few vehicles are parked on the left side of a straight road. No pedestrians are visible. There are no traffic lights or signs. The road is on an incline, lined with buildings on the right. The weather is clear, and it is daytime."
5b6e87d3-d1fe2836.jpg,"Seven vehicles visible: a red pickup in the center, a black sedan on its left, and other vehicles ahead. No congestion. No pedestrians. Straight highway. Clear weather. Daytime."
5e3b18c5-8689b1c7.jpg,"A white pickup is on the right, near a drive-thru entrance. No traffic congestion. No visible pedestrians, traffic lights, or signs. The road is straight. A building labeled 'C' is on the left. The weather is clear and it is daytime."
5e7e9486-61749c86.jpg,"The image shows a congested traffic scene at sunset. A silver sedan is in the center lane, with a white sedan to its left and a large truck on the right. Several other vehicles are visible ahead. The traffic light is red. No pedestrians or traffic signs are visible. The road is straight with trees in the background."
5f2170a0-ce6f9338.jpg,"A black SUV crosses an intersection. Several vehicles wait at the light. Traffic lights are red. No pedestrians visible. Road is an intersection. Signs indicate directions. The weather is clear, and it's daytime."
5f534ecf-fb1f8ab2.jpg,"A black SUV is in the left lane ahead. No pedestrians are visible. Traffic light is green. It's a straight, multi-lane road. Trees line the right side. The weather is clear, and it is daytime. No buildings or signs are legible."
5ffe9db5-28ce0001.jpg,"A green sedan is on the left, a silver SUV ahead in the center lane, and a blue SUV further ahead. No pedestrians are visible. The road is straight with no traffic signs or lights apparent. Buildings are obscured by trees. It is clear weather and daytime."
631e93e3-d78bd8aa.jpg,"A motorcycle is in front in the right lane. Two cars approach the intersection from the left. The traffic light is green. No pedestrians are visible. It's an intersection with a clear sky, daytime. There's a tall building with an unreadable name in the background to the left."
636e1090-5f0f0001.jpg,"A black SUV and a silver sedan are crossing from left to right. One pedestrian is on the right, walking. The traffic light is red. It is a straight intersection with a park area visible ahead. The weather is clear and it appears to be daytime."
66cab348-591418a8.jpg,"A silver SUV is ahead on the left. No pedestrians are visible. A traffic sign indicates a curve ahead. The road is two-lane and straight. Trees line the right side. The sky is overcast, suggesting daytime."
66fab43d-0b906673.jpg,"Traffic is congested on a straight multi-lane road. A blue sedan is directly ahead, with a white van in the left lane. No pedestrians are visible, and no traffic lights or signs are present. The surroundings include city buildings. The weather is overcast, indicating daytime."
69288387-00000000.jpg,"There are multiple vehicles ahead, a mix of sedans and SUVs, stopped at a red light, suggesting light traffic. Buildings line both sides of the straight road. No pedestrians are visible. The weather is overcast, and it's evening."
6c3bfe97-71e330d3.jpg,"A black SUV is stopped in front, with traffic appearing congested. A black sedan is to the right. Two pedestrians with umbrellas are on the left sidewalk, not crossing. The traffic light is red at an intersection. There are buildings on both sides, one labeled ""Bagels"" on the left. The weather is rainy, and it is daytime."
6cf8f827-361937cb.jpg,"A yellow taxi is in the center lane. A white truck is on the left. Several vehicles are parked on both sides, making the road appear congested. Two pedestrians are crossing at the intersection. The traffic light is red. Buildings are on both sides. It is rainy and daytime."
6d123c60-f87b97bc.jpg,"A black sedan is ahead in the left lane. A white SUV is parked on the right. Two pedestrians are on the left sidewalk. The traffic light is green. The road is straight. A BP gas station is on the right. The weather is clear, and it is daytime."
6d6e4648-f12578e5.jpg,"A black pickup is in the center lane. A bus is on the left. A school crossing sign and speed limit sign are on the right. No pedestrians visible. The road is a straight street. Buildings line both sides. The weather is overcast, daytime."
6ea9d065-03300cfe.jpg,A blue SUV is directly ahead. Two pedestrians are on the right sidewalk. Traffic light is green. It's a clear day at an intersection. A building labeled 'Andy's Salon' is on the right.
6f77d97a-a4cd1bb8.jpg,A blue car is on the left lane of the intersection. Several parked cars line both sides of the street ahead. One pedestrian is on the left sidewalk. The traffic light is green. The road is at an intersection. Buildings are on both sides. The weather is clear and it is daytime.
711ae9ee-dbd8649f.jpg,"Two vehicles: a silver coupe mid-intersection, a black SUV left side. One pedestrian crossing. Red light. No visible traffic signs. Intersection with buildings on both sides. Clear day."
718b0cb8-00000000.jpg,"Three vehicles are ahead: a blue sedan center, a black sedan right, a gray SUV far right. One pedestrian crossing left. Traffic light is green. Straight road. ""Big Apple"" store on right. Weather is clear, day."
734cfd60-5a113b86.jpg,"A yellow taxi is in front of a bus at an intersection. Two pedestrians are crossing to the left. A traffic light shows green. Signs indicate a one-way street. Buildings with visible signs are on both sides. The weather is clear, and it is daytime."
74f1490a-8adf81f0.jpg,"A yellow SUV is ahead, with a bus on the right and several cars on the left. Traffic is congested. A green light is visible. It's a straight road with buildings on both sides. The weather is clear, and it is daytime."
76663911-33f68a73.jpg,"Three vehicles visible: white sedan ahead, black SUV to the right, another white car further ahead. Traffic is congested. No pedestrians. Road is straight with HOV lane markings. Weather is rainy, daytime. No visible buildings, traffic lights, or signs."
77883a39-4226ea7a.jpg,"A silver sedan is ahead, with a taxi on the right and a pickup on the left. Traffic is congested. Several pedestrians are on the right sidewalk. The traffic light is red. It is a city intersection with clear weather during the day."
78ab3f38-224569ab.jpg,"A parking area with multiple vehicles. A black sedan is in front, with several cars parked around. No pedestrians are visible. It's daytime with clear weather. No traffic lights or signs are visible. Trees and buildings are in the background."
79062d5b-4935cc23.jpg,"Two SUVs directly ahead, silver and gray, stopped. Two sedans in the left lane. Traffic appears moderate. Building on the left is labeled 'Benjamin Cleaners.' Intersection with traffic lights, currently red. Overcast weather, daytime."
794887e0-1189ec1f.jpg,"Several sedans on both sides of a straight road under a bridge. No visible pedestrians. No traffic lights or signs visible. Buildings on both sides, one with a yellow facade on the left. Wet road suggests recent rain. Daytime."
7ac95044-59bdf205.jpg,"Two vehicles ahead on a straight road, both in the left lane. Traffic light green. Few cars visible, no congestion. No pedestrians. Daytime, clear weather. Trees line the left-side sidewalk."
7d7142f2-a71412ce.jpg,"A white van is directly ahead in the center lane, followed by a dark SUV. A silver sedan is on the left. Traffic is moderate. One pedestrian stands on the left sidewalk. The traffic light is red. There is a ""Tire Shop"" on the left. Snow is on the ground. The weather is clear and it's daytime."
85774b5c-8b5d8894.jpg,"A motorcycle ahead is followed by a white sedan. A white van is parked on the left. A grey SUV is on the right side. Traffic is moderate. Two pedestrians are on the right sidewalk. The scene is a straight road. Buildings are on both sides. The weather is clear, and it's daytime."
86c13f5c-cf72aced.jpg,"Multiple vehicles, including sedans, are in the center and left lanes. Traffic appears light. No pedestrians are visible. No traffic lights or signs are observed. The road is straight with clear skies indicating day. Surrounding area has vegetation on the right."
930c09ad-a9b7f18f.jpg,"A silver sedan is in the center lane ahead. On the left is a white pickup. Several yellow taxis are on the right. The traffic appears congested. No pedestrians or traffic lights are visible. The road is straight with an urban environment. The weather is clear, and it is daytime."
9a9fc4cb-dd67bc32.jpg,"A white sedan is ahead in the center lane. Vehicles parked on both sides. One pedestrian on the left sidewalk, not crossing. No visible traffic lights. A straight urban road with buildings on both sides. A parking sign is visible on the right. The weather is clear and it is daytime."
9bd35228-adfe7af8.jpg,The scene shows a straight road with light traffic and one vehicle in the distance on the right lane. No pedestrians are visible. Traffic signs indicate a curve ahead. The environment is wooded with no buildings visible. The weather is clear and it is either early morning or late evening.
9dca7bcd-8d689e1a.jpg,"A large truck is on the left lane. A black SUV is ahead in the right lane. No pedestrians are visible. No traffic lights or signs are observed. The road curves to the right. Trees line the right side. It's clear weather, early evening."
a1b11f0e-3e9402a2.jpg,"There is a red SUV in the center lane and several cars ahead, showing light traffic. The traffic light is red. Two green road signs are visible on the right. There are no pedestrians visible. The scene is a straight road during the day with clear weather."
a706da19-e8ff1bcd.jpg,"Two vehicles in the left lane, including a street sweeper. A white bus is in the center lane ahead. No pedestrians visible. Traffic light is red. Straight road with clear weather during the day. Buildings are on both sides."
ad73ec70-c8312a27.jpg,"Under an elevated structure, there is traffic congestion. A black sedan is on the left lane, a green taxi in the center. A large truck is parked to the side. Pedestrians cross from the right sidewalk. The traffic light is green. A pedestrian crossing sign is visible. It is daytime and clear."
ae82d1ee-18db13b8.jpg,A silver minivan is on the left. A gray sedan is ahead in the center lane. Traffic is moderately moving. No pedestrians are visible. A speed limit sign shows 25 mph with a right arrow. The road is straight. Buildings line the right side. It's a clear day.
af265364-91fdf6d3.jpg,"A white SUV is ahead in the left lane, with a black SUV behind it. Several parked cars line the right and left. Five pedestrians are waiting on the right sidewalk. A red traffic light is visible. The scene is an intersection. Buildings with signs are on both sides. It's a clear day."
b5b40b5f-da80498b.jpg,A blue SUV is parked on the left side. Another vehicle is ahead in the right lane. No pedestrians are visible. A yield sign is on the left. The road is straight with snow along the edges. Houses are visible on the right. The weather is clear and sunny.
c2381a27-bf6306b9.jpg,A delivery truck is ahead in the center lane on a clear highway. No pedestrians or traffic lights are visible. The road is straight with greenery on the right. It is daytime with clear weather.
c682e86e-049c847f.jpg,"A black sedan is ahead, approaching an underpass. Several parked cars are on the right. Five pedestrians are on the left sidewalk, not crossing. The road is straight. It's daytime and clear. A building with a steeple is on the left."
c91da210-a2b2bc21.jpg,"One sedan is ahead, slightly left. A pedestrian walks on the right sidewalk. No visible traffic lights or signs. The road curves left. Buildings line the street without readable names. Weather is clear, daytime. Traffic is light."
